Time,Group,No#2,G1,G2,G3,G4,G5,G6,A1,G7,G8,G9,G10,G11,G12,G13,G14,A2,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,A3,S12,S13,S14,S15,S16_D,S16_T,Ex1,Ex2,Ex3,Ex4,Ex5,Ex6,Ex7,phy1,phy2,phy3,phy4,phy5,phy6,A4,phy7,phy8,phy9,phy10,phy11,phy12,phy13,phy14,phy15,phy16,phy17,phy18,phy19,phy20,phy21,phy22,phy23,A5,phy24,phy25,phy26,N1,N2,N3,N4,N5,N6,R_cl1,R_cl2,R_cl3,R_cl4,R_cl5,R_cl6,R_conf1,R_conf2,R_conf3,R_conf4,R_conf5,A6,R_conf6,R_conf7,R_conf8,W_load1,W_load2,W_load3,W_load4,W_load5,Au1,Au2,Au3,Exh1,Exh2,Exh3,Exh4,Exh5,Exh6,Exh7,Exh8,Exh9,J_sat1,J_sat2,J_sat3,O_sat1,O_sat2,O_sat3,O_sat4,O_sat5,O_sat6,O_sat7,O_sat8,O_sat9,O_sat10,O_sat11,O_sat12,O_sat13,O_sat14,O_sat15,Anx1,Anx2,Anx3,Anx4,Anx5,Anx6,Anx7,Anx8,Anx9,Anx10,Anx11,Anx12,Anx13,Anx14,Anx15,Anx16,Anx17,Anx18,Anx19,Anx20,Anx21,PSI1,PSI2,PSI3,PSI4,PSI5,PSI6,PSI7,PSI8,PSI9,PSI10,PSI11,PSI12,PSI13,PSI14,PSI15,PSI16,PSI17,PSI18,age,sex,workhour,W_S_D,W_T_D,W_T_A,W_T_N,Country_2,Ex1_R,R_am1,R_am2,R_am3,R_am4,R_am5,R_am6,J_sat2_R,O_sat3_R,O_sat7_R,O_sat9_R,O_sat11_R,O_sat12_R,O_sat14_R,D4_R,D8_R,D12_R,D16_R,Phy_exp,filter_$,Sample,GR_expo,GR_bene,GR_cont,SUN_ind,SUN_dir,SUN_bene,SUN_time,EX,NOISE,R_ambi,R_conf,W_load,AUTO,J_sat,O_com,Exh,Dep,Anx,PSI,Time@Country,ZR_ambi,ZR_conf,ZW_load,ROLE_ST_2,ROLE_ST_3,GR_exposure_C,Sun_ind_C,Noise_C,Role_Stress_C,ZGR_exposure_C,ZSun_ind_C,ZNoise_C,ZRole_Stress_C,GR@Role,Sun@Role,Role2,Sun_median19,GR_expo_Median31,GR_Group,GR_group_SD,Sun_group_SD,SUN_total,R_ambi_conf,sun_dir_C,sun_total_c,role_2_c,Sun_ind@Role,Sun_dir@Role,Sun_total@Role,Sun_ind_G,Sun_dir_G,industry,job,w_exp,W_S_A,W_S_N
1,5,207,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,1,4,4,4,3,3,5,1,4,1,3,1,3,4,3,3,4,1,4,3,3,1,4,4,3,3,4,5,2,4,4,4,1,15,5,1,2,NA,4,1,5,4,2,4,4,4,4,4,4,3,4,4,4,4,4,2,4,2,2,3,4,4,2,4,4,2,1,1,4,1,1,1,3,1,2,2,2,4,4,4,2,4,2,4,4,4,3,4,3,4,5,5,3,3,3,2,2,4,5,5,3,3,3,5,3,3,3,3,5,3,4,1,4,3,2,2,4,1,3,2,4,4,2,3,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,56,2,40,1,100,NA,NA,3,1,4,4,2,2,2,4,3,2,2,3,2,2,3,1,2,2,2,3.6666666666666665,0,1,1.6666666666666667,2.8,4,3,3,3,15,NA,1.5,3,3.625,3.8,2.6666666666666665,3,2.2,3.6666666666666665,1.15,NA,1.1666666666666667,3,1.7394562201125348,1.209213526755792,0.5453259467421491,2.948669746868327,3.493995693610476,-1.5612333333333333,-0.48649999999999993,-4.5062999999999995,2.975169746868327,-1.3872386796904803,-0.45665915817780806,-1.1575696641493076,1.8675133325991724,-1.4287515333333332,-7.08982950678722,47,1,1,1,1,NA,3,3.357142857142857,-0.11059999999999981,-0.3523999999999998,0.915142857142857,-0.44521699999999986,-0.10121479999999981,-0.3224963428571427,1,1,business,accounts receivable specialist,10 years,,
1,5,205,5,5,1,1,5,5,2,5,4,4,5,4,4,4,4,1,5,5,5,4,4,5,4,5,4,4,5,4,5,4,5,5,5,5,4,4,5,5,5,4,4,5,5,5,4,4,5,5,20,5,2,2,2,4,2,4,5,4,5,5,5,5,4,5,4,5,4,1,5,4,3,5,2,2,4,2,2,4,5,5,2,1,1,5,1,3,3,3,1,2,5,5,5,5,5,5,1,1,1,2,1,3,1,1,1,2,5,2,5,2,3,3,3,4,4,3,4,4,2,2,2,2,6,2,6,5,5,1,4,5,5,1,5,1,5,1,2,5,1,5,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,26,2,40,1,100,0,0,3,1,1,1,1,1,1,1,6,5,5,5,5,4,5,1,1,1,1,4.333333333333333,0,1,4.555555555555555,4,5,5,5,4,100,2.1666666666666665,2.1666666666666665,1,1.125,3.2,3,6,4.866666666666666,3,1.1,1.1904761904761905,1.4444444444444444,3,-1.7717226929982681,-2.243165952401306,-0.14011039783034035,-4.014888645399575,-4.154999043229915,1.3276555555555554,1.5135,-0.5062999999999995,-3.9883886453995747,1.2038106289687107,1.459634396635216,-0.13005673700056503,-2.5034950863315664,-1.8196467714285713,-30.379556312008564,15,2,2,2,2,2,5,1.0714285714285714,1.8894000000000002,1.6476000000000002,-1.3705714285714288,-2.0743598571428574,-2.5895576571428576,-2.258153485714286,2,2,Medical,Medical Billing and Coding,39 months,,
1,5,204,1,1,1,1,1,1,2,1,3,3,2,3,4,3,4,1,3,2,4,4,3,2,4,4,4,4,1,4,4,4,5,2,2,1,4,4,2,3,4,2,2,3,5,1,4,4,4,5,0,5,2,3,1,3,2,5,5,5,5,5,4,5,4,5,4,4,4,3,5,5,4,4,1,1,5,1,2,4,2,3,2,1,1,4,3,2,2,4,1,2,4,4,5,5,4,4,3,2,1,4,2,3,2,2,2,2,4,1,NA,1,4,5,1,2,3,2,2,2,3,3,2,1,6,2,6,4,5,5,4,5,5,4,5,2,4,3,1,3,1,4,1,2,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,22,2,30,1,0,NA,NA,3,1,2,2,1,1,2,2,6,1,2,4,3,5,5,1,1,1,1,4.466666666666667,0,1,1.2222222222222223,3.5,3,2,2.6666666666666665,3,0,2,2.3333333333333335,1.6666666666666667,2.25,NA,3.3333333333333335,6,3.933333333333333,2.2222222222222223,1.1,1.3333333333333333,1.3333333333333333,3,-0.6013297219613339,-0.689595186780612,NA,-1.290924908741946,NA,-2.0056777777777777,-1.4865,0.49370000000000047,-1.2644249087419461,-1.7858616502534328,-1.4148059355843203,0.12682149478662066,-0.793669770726679,0.8865095777777781,9.335249101241788,28,1,1,1,1,1,2.25,2,-0.4439333333333333,-1.1023999999999998,-0.44200000000000017,0.6570330000000002,0.1962185333333334,0.4872608000000001,1,1,Security,Research analyst,8 months,,
1,5,203,1,1,1,1,1,1,2,1,4,4,1,3,4,4,4,1,2,1,4,4,4,4,5,5,5,5,1,4,4,5,5,3,4,1,5,5,4,5,2,4,4,5,5,3,5,5,2,5,30,5,2,4,1,4,1,5,5,4,5,5,5,5,4,5,5,5,5,2,5,5,4,5,4,2,4,2,2,4,4,5,2,1,1,1,1,4,1,3,2,2,4,4,4,4,5,5,2,1,1,4,1,3,1,4,1,5,4,2,3,2,5,5,1,3,5,3,3,3,2,2,2,1,7,1,7,5,5,1,5,5,5,1,5,1,5,1,1,5,1,5,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,40,1,100,NA,NA,3,1,2,2,2,2,1,1,7,5,5,5,5,5,5,2,2,3,2,4.666666666666667,0,1,1.3333333333333333,4.1,2.3333333333333335,2.6,4.666666666666667,4.5,150,2.1666666666666665,2.1666666666666665,1.6666666666666667,1.875,3.2,3.6666666666666665,7,5,2.6666666666666665,1.55,1.0952380952380953,1.1111111111111112,3,-0.6013297219613339,-1.2074521086541767,-0.14011039783034035,-1.8087818306155108,-1.9488922284458512,-1.8945666666666667,-0.8864999999999998,-0.5062999999999995,-1.7822818306155108,-1.6862059076126947,-0.839917869140413,-0.13005673700056503,-1.1187272826769321,1.2433770380952383,7.811741263587782,25,1,1,1,1,NA,3.375,1.7857142857142858,1.5560666666666672,0.022600000000000176,-0.6562857142857144,0.5817972857142857,-1.0212243238095242,-0.01483205714285726,1,2,Media,Front Desk,1 year,,
1,5,202,1,1,1,1,1,1,2,2,3,3,2,3,3,3,3,1,1,1,1,3,3,1,1,1,3,3,2,3,3,3,3,5,1,3,3,3,2,1,3,3,3,1,5,1,3,3,3,1,5,1,5,5,2,5,3,4,4,4,4,4,3,3,4,5,4,4,3,3,4,3,3,4,2,2,4,2,2,4,1,1,2,1,1,2,1,2,1,3,1,3,3,3,3,3,3,3,3,2,2,2,2,3,4,3,4,4,4,4,4,4,2,2,5,6,6,6,6,6,6,6,6,6,1,7,1,2,2,2,2,2,2,3,2,3,2,4,3,3,3,3,1,4,1,4,4,1,1,1,3,3,1,1,1,2,1,2,3,1,1,1,4,3,3,4,1,1,1,3,1,1,2,2,1,1,1,1,2,1,3,23,2,20,0,20,80,0,3,5,3,3,3,3,3,3,1,4,3,3,2,3,3,4,3,3,3,3.6666666666666665,0,1,1.3333333333333333,3,1,2.8,1,3,5,4.166666666666667,1.8333333333333333,3,2.75,4,3,1,2.533333333333333,6,2.8,1.9523809523809523,1.7777777777777777,3,1.7394562201125348,8.80709050807635e-4,0.7738047282663122,1.7403369291633424,2.5141416574296547,-1.8945666666666667,-0.6865000000000001,-2.5062999999999995,1.7668369291633423,-1.6862059076126947,-0.6482885136591104,-0.6438132005749364,1.1090458047152478,-0.7865158190476189,-5.977209331359585,40,1,1,1,1,NA,2.125,2.857142857142857,-2.1106,-1.2273999999999998,0.41514285714285704,-0.2849955714285714,-0.876200514285714,-0.5095463428571426,1,1,food and beverages,team member,1 year,2,
1,5,201,1,1,4,2,2,2,2,2,2,2,1,4,4,4,4,1,4,4,1,4,2,5,2,2,4,4,1,4,5,5,5,5,1,1,5,5,5,2,5,5,5,2,5,2,2,2,5,1,2,5,1,3,1,4,1,5,4,2,5,5,5,5,4,5,3,5,5,2,5,5,3,4,2,2,4,2,2,5,5,5,NA,1,1,1,1,2,2,4,3,3,4,4,4,4,4,4,4,2,2,2,2,3,4,2,4,2,5,3,3,2,4,4,1,3,3,2,2,4,3,2,4,2,4,5,3,2,3,2,2,4,4,2,2,4,4,5,4,2,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,27,1,40,1,100,0,0,3,1,2,2,2,2,2,2,3,4,4,2,1,2,4,2,2,1,1,4.2,0,1,2.111111111111111,3.5,3,3.6,1.6666666666666667,5,2,1.8333333333333333,2.5,2,2.75,3,3,3.3333333333333335,2.933333333333333,2.7777777777777777,1.4,1.0476190476190477,1.1666666666666667,3,-0.01613323644286673,8.80709050807635e-4,-0.36858917935450347,-0.015252527392059097,-0.3838417067465626,-1.1167888888888888,0.11350000000000016,1.4937000000000005,0.011247472607940902,-0.9886157091275278,0.11822890826609922,0.38369972657380635,0.007066635084056033,0.014996879365079768,0.006939690599099546,34,1,1,1,1,NA,2.875,2.4285714285714284,-1.443933333333333,-0.4773999999999998,-0.01342857142857179,-0.0015241428571429,0.019389961904762422,0.0064108000000001695,2,1,Accounting,Staff Accountant,2 years,,
1,5,200,1,1,1,1,1,1,2,4,2,1,3,2,3,2,2,1,5,5,2,1,1,1,1,4,2,3,4,3,3,1,2,1,1,2,4,4,1,3,1,3,3,4,5,2,4,4,4,5,30,5,1,1,1,3,1,4,5,2,5,5,5,5,4,5,2,5,5,1,5,4,4,4,1,1,4,2,4,3,1,5,2,1,2,5,1,4,1,5,1,3,4,1,4,5,4,3,4,4,1,2,4,3,2,4,5,3,4,2,3,2,4,4,2,3,3,5,4,5,6,5,3,2,6,2,5,5,3,2,1,4,4,5,3,2,3,2,1,2,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,2,1,3,1,1,1,1,1,1,2,30,1,35,1,100,0,0,3,1,2,5,2,1,2,3,6,4,1,4,4,5,5,1,3,1,2,4.133333333333334,0,1,1.8888888888888888,1.7,4,1.4,2.6666666666666665,3.5,150,1.3333333333333333,2.5,2.5,3.25,2.8,3.3333333333333335,5.666666666666667,3.4,4,1.25,1.2380952380952381,1.3888888888888888,3,0.861661491834834,0.6913566048822273,-0.5970679608786666,1.5530180967170613,0.9559501358383946,-1.3390111111111112,-2.0865,1.4937000000000005,1.5795180967170612,-1.1879271944090042,-1.9896940020282274,0.38369972657380635,0.9914662358333228,-0.6515245492063487,-16.400136398213245,41,1,1,1,1,1,1.875,2.9285714285714284,-0.4439333333333333,-1.4773999999999998,0.4865714285714282,-1.015231285714285,-0.21600527619047602,-0.718860628571428,1,1,Finance,Operations Analyst,3 years,,
1,5,199,4,4,3,3,4,4,2,3,2,4,3,3,3,3,3,1,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,5,4,4,4,4,5,300,4,2,2,2,3,3,5,4,2,3,4,3,3,4,4,4,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,2,3,3,3,1,3,3,3,1,2,3,3,3,3,3,3,4,3,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,1,40,1,100,0,0,3,2,3,3,3,3,3,3,5,2,3,3,3,4,3,4,4,4,4,3.4,0,1,3.4444444444444446,3,NA,3.8,3.6666666666666665,3.5,1500,2.3333333333333335,2.1666666666666665,3,3.75,3,3,5,3.3333333333333335,3,1.65,1,1,3,1.7394562201125348,1.381832500713647,-0.36858917935450347,3.1212887208261817,2.7526995414716784,0.21654444444444465,0.3134999999999999,-0.5062999999999995,3.1477887208261817,0.20725320256132954,0.3098582637474016,-0.13005673700056503,1.9758658365825899,0.21363656190476202,5.089974361575939,48,1,1,2,NA,NA,3.75,3.4285714285714284,0.5560666666666667,0.3976000000000002,0.9865714285714282,0.3092901428571426,0.5485994857142855,0.3922608,2,2,healthcare,receptioner,9,,
1,5,198,5,2,5,1,1,1,2,3,4,4,4,3,3,3,3,1,4,5,5,4,5,5,3,4,4,5,4,4,5,3,5,5,4,4,5,5,4,4,5,5,5,3,5,5,3,3,3,5,0,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,3,3,4,4,2,2,2,4,2,4,2,1,1,2,2,3,2,2,3,2,4,3,3,5,5,4,2,2,2,4,2,3,2,2,2,5,5,4,5,1,5,5,2,3,4,6,2,4,2,3,2,1,6,2,6,4,3,2,3,3,4,4,3,2,4,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,23,2,45,1,0,0,NA,3,2,2,3,3,1,1,2,6,4,2,4,4,4,5,1,2,1,1,3.6666666666666665,0,1,3.3333333333333335,3.6,4.666666666666667,4.6,3.6666666666666665,5,0,3.3333333333333335,2.3333333333333335,2,2.25,4,4,6,3.533333333333333,3,1.1,1,1.3888888888888888,3,-0.01613323644286673,-0.689595186780612,0.7738047282663122,-0.7057284232234787,0.06807630504283346,0.10543333333333349,1.1134999999999997,0.49370000000000047,-0.6792284232234788,0.10759745992059142,1.0763756856726112,0.12682149478662066,-0.42634338084961493,-0.03153962857142864,-3.8152260532462807,30,2,1,2,NA,NA,4.25,2.142857142857143,0.5560666666666667,0.8976000000000002,-0.2991428571428574,-0.3330955714285716,-0.16634337142857158,-0.2685106285714288,2,2,scientific research,Research Associate,1.5 years,,
1,5,197,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,1,0,4,3,3,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,4,4,4,2,2,4,2,2,2,2,1,2,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,33,2,40,1,100,0,0,3,2,3,3,3,3,3,3,6,3,3,3,3,3,3,4,4,1,2,3.933333333333333,0,1,1.6666666666666667,1,2.6666666666666665,2,2,2,0,2.3333333333333335,1.5,3,2.875,3,2.6666666666666665,5.333333333333333,3,2,1.35,1,1.0555555555555556,3,1.7394562201125348,0.17349968300866256,-0.36858917935450347,1.9129559031211973,1.5443667237666938,-1.5612333333333333,-1.4865,-4.5062999999999995,1.9394559031211973,-1.3872386796904803,-1.4148059355843203,-1.1575696641493076,1.2173983086986657,-0.7596515333333327,-14.319002932743798,41,1,1,1,1,1,2,2.9285714285714284,-1.1105999999999998,-1.3523999999999998,0.4865714285714282,-0.723288428571428,-0.540386228571428,-0.6580391999999994,1,1,manufacturing,production manager,5 years,,
1,5,195,5,4,4,3,4,4,2,4,5,5,4,5,5,5,5,1,5,5,3,5,4,5,5,5,5,NA,4,5,4,5,5,4,4,3,4,4,2,3,4,4,4,5,5,3,4,5,5,5,15,3,4,5,3,4,3,1,5,1,5,5,5,5,4,5,3,5,5,1,5,5,1,5,5,5,1,4,4,2,3,5,2,1,1,5,1,1,1,3,1,3,4,4,5,5,5,5,4,2,3,2,4,3,4,2,2,4,5,3,4,1,4,4,1,3,3,3,4,3,3,5,3,2,6,3,6,4,4,2,3,4,4,4,3,4,4,3,4,2,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1,2,1,2,3,2,1,1,1,2,1,1,3,60,2,42,1,90,10,NA,3,3,2,2,1,1,1,1,5,4,2,2,3,2,3,1,1,1,1,4.066666666666666,0,1,4.222222222222222,4.9,4.333333333333333,3.2,4,4,75,3.6666666666666665,1.6666666666666667,1.3333333333333333,2.875,3.4,3,5.666666666666667,3.2,3.2222222222222223,1.2,1.0952380952380953,1.7777777777777777,3,-1.186526207479801,0.17349968300866256,0.08836838369382277,-1.0130265244711385,-0.9246581407773158,0.9943222222222223,-0.28649999999999975,-3.5062999999999995,-0.9865265244711385,0.9048434010464963,-0.26502980269650567,-0.9006914323621221,-0.6192336406866542,-0.22642137460317466,1.3643661833435836,31,1,2,2,NA,NA,3.5,2.2142857142857144,0.8894000000000002,0.14760000000000018,-0.22771428571428576,0.06524014285714282,-0.2025290857142858,-0.033610628571428616,1,2,Canine Health Care,Head Vet Tech,,2,
1,5,194,1,1,1,1,1,1,2,1,1,1,4,1,2,1,2,1,5,5,5,2,2,4,4,5,1,1,4,3,5,1,3,5,2,5,4,4,1,5,5,4,4,4,5,5,4,4,5,5,30,5,3,3,2,3,2,4,5,4,5,5,5,5,4,5,4,5,5,4,5,5,4,5,4,4,2,4,5,1,4,5,2,1,1,5,1,3,3,4,2,3,4,4,4,5,5,5,2,2,2,2,2,3,2,2,2,3,3,2,3,2,4,4,1,1,1,1,1,1,1,1,1,1,6,2,6,4,2,2,2,3,3,4,3,2,4,4,2,2,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,3,1,2,1,1,1,2,1,3,2,2,2,3,1,2,1,1,2,24,2,36,1,0,NA,NA,3,1,2,2,2,1,1,1,6,4,2,4,2,4,5,1,2,1,1,4.733333333333333,0,1,2,1.4,5,4.2,3.6666666666666665,4,150,2.3333333333333335,2.6666666666666665,1.5,2,2.6,3,6,3.1333333333333333,1,1.1,1.1904761904761905,1.7222222222222223,3,-0.8939279647205675,-1.034833134696322,-0.8255467424028298,-1.9287610994168896,-2.7543078418197195,-1.2279,0.7135000000000002,2.4937000000000005,-1.9022610994168896,-1.088271451768266,0.6931169747100066,0.640577958360992,-1.1940379736320466,0.8058532285714286,-6.880478396590891,25,2,1,1,1,NA,4,1.7857142857142858,0.5560666666666667,0.6476000000000002,-0.6562857142857144,-0.46825985714285734,-0.3649386095238096,-0.42501062857142874,2,2,legal,paralegal/administrative assistant,6 months,,
1,5,193,5,4,5,2,4,4,2,4,5,5,3,5,5,5,5,1,5,4,5,5,5,5,4,5,5,5,3,5,5,5,5,4,3,4,5,5,4,5,4,5,5,4,5,4,5,5,5,5,60,4,3,4,3,3,2,3,5,4,5,5,5,5,4,5,4,5,5,3,5,5,4,5,3,3,4,3,3,4,4,5,2,1,1,4,1,3,3,4,3,3,3,2,2,4,3,4,3,2,2,4,4,3,5,2,4,4,4,4,5,3,3,3,3,2,2,3,4,3,3,2,3,4,5,3,4,2,3,4,2,1,3,4,2,3,3,4,3,2,1,3,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,3,27,2,16,1,85,15,NA,3,2,3,4,4,2,3,2,5,2,2,3,2,3,5,2,2,2,2,4.666666666666667,0,0,4.111111111111111,5,4.666666666666667,4,4,5,300,2.8333333333333335,2.8333333333333335,3,3.25,4,3,4.666666666666667,2.533333333333333,2.888888888888889,2.65,1.4285714285714286,1.7222222222222223,3,NA,NA,NA,NA,NA,0.8832111111111107,0.5135000000000001,3.4937000000000005,NA,NA,NA,NA,NA,0.6190048158730154,NA,44,2,2,2,NA,NA,4,3.142857142857143,0.8894000000000002,0.6476000000000002,0.7008571428571426,0.35989014285714277,0.6233423428571427,0.4538750857142857,2,2,"agriculture, service",schlep (I don't have a specific job title),2 years,2,
1,5,192,4,2,2,1,2,1,2,2,1,1,3,1,2,2,1,1,1,1,4,1,1,4,2,1,1,3,2,3,4,1,1,4,1,1,3,4,1,3,4,3,3,2,5,1,1,1,3,1,120,4,4,3,2,4,1,4,4,3,5,4,3,4,4,5,2,4,4,5,4,3,4,4,2,1,5,1,1,4,2,4,2,1,1,1,2,1,2,3,2,2,2,4,3,5,5,4,4,2,1,4,2,3,2,4,1,4,4,3,5,3,2,2,4,2,6,7,3,5,5,6,6,7,3,6,2,3,2,4,1,1,1,4,1,4,1,5,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,29,1,40,1,60,40,0,3,2,4,2,3,1,1,2,2,2,2,2,1,2,3,2,3,3,4,3.8666666666666667,0,1,2.4444444444444446,1.2,2,2.2,2,3.25,120,2.6666666666666665,2,2.1666666666666665,2.5,3.8,2.6666666666666665,2.3333333333333335,1.7333333333333334,5.222222222222222,NA,1,1.4444444444444444,3,0.27646500631636683,-0.3443572388649022,0.5453259467421491,-0.06789223254853538,0.4774337141936137,-0.7834555555555553,-1.2864999999999998,-1.5062999999999995,-0.041392232548535385,-0.6896484812053135,-1.2231765801030179,-0.3869349687877507,-0.02597517794424746,0.06648180000000006,0.2642066203573013,33,1,1,1,NA,1,2.125,2.357142857142857,-1.1105999999999998,-1.2273999999999998,-0.08485714285714296,0.1091687142857144,0.09424234285714296,0.10415365714285726,1,1,Retail,Sales Associate,2 years,2,
1,5,191,4,4,2,1,4,2,2,4,2,2,3,2,2,2,2,1,3,4,4,2,2,5,2,4,2,3,4,3,4,2,3,2,2,1,2,2,2,2,4,3,3,2,5,1,3,3,2,1,0,5,2,2,2,3,1,5,4,4,5,3,4,3,4,5,3,5,3,3,5,4,4,5,2,2,4,4,4,2,4,4,2,1,1,4,3,4,2,4,1,3,2,4,4,4,4,4,4,3,2,4,3,3,2,4,4,5,5,5,4,4,3,3,2,4,5,6,5,6,6,5,6,6,3,5,3,3,1,4,1,3,3,4,1,5,3,5,4,1,3,2,1,3,1,2,2,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,2,2,2,2,1,1,1,3,1,2,3,2,1,1,1,1,1,1,4,32,1,40,0,0,50,50,3,1,4,2,2,2,2,2,3,2,2,1,1,2,3,3,3,2,3,4,0,1,3.5555555555555554,2,3.6666666666666665,2,2,2.5,0,1.8333333333333333,2.8333333333333335,2.3333333333333335,3.25,4.6,2.6666666666666665,3,1.9333333333333333,5.444444444444445,2.35,1.4285714285714286,1.6666666666666667,3,0.5690632490756005,0.6913566048822273,1.4592410728388017,1.2604198539578277,2.7196609267966294,0.32765555555555537,-1.4865,3.4937000000000005,1.2869198539578277,0.30690894520206763,-1.4148059355843203,0.8974561901481777,0.8078030408947909,0.13602386349206338,-9.50132928177064,40,1,2,2,NA,1,2,2.857142857142857,-1.1105999999999998,-1.3523999999999998,0.41514285714285704,-0.6171098571428569,-0.46105765714285696,-0.5614391999999998,1,1,Financial,Senior Image Technician,12 years,2,3
1,5,190,5,5,4,2,4,3,2,4,5,5,5,5,5,5,5,1,5,4,4,5,5,5,4,4,5,5,5,5,4,5,5,5,4,4,5,5,3,5,5,5,5,5,5,4,5,5,5,5,20,5,2,3,2,3,2,4,5,3,5,5,5,5,4,5,2,5,5,2,5,5,3,5,2,2,4,2,3,4,2,4,2,1,1,3,1,5,2,4,3,3,4,4,5,5,5,4,3,2,2,2,2,3,2,2,2,4,5,3,5,3,5,5,1,3,3,2,3,1,1,1,2,1,6,1,7,5,4,1,3,5,5,1,4,1,4,2,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,53,2,50,1,80,NA,NA,3,1,2,2,1,1,1,2,7,5,5,5,4,5,5,2,1,2,2,4.333333333333333,0,1,4.444444444444445,5,4.333333333333333,4.2,4.666666666666667,5,100,2.1666666666666665,3,1.5,2.125,4,3.6666666666666665,6.666666666666667,4.466666666666667,1.8888888888888888,1.25,1,1.1111111111111112,3,-0.8939279647205675,-0.862214160738467,0.7738047282663122,-1.7561421254590344,-0.9823373971927222,1.2165444444444447,0.7135000000000002,4.4937000000000005,-1.7296421254590344,1.1041548863279727,0.6931169747100066,1.1543344219353635,-1.0856854696486287,-0.7115047079365082,-6.256115567785329,26,2,2,2,2,NA,4.375,1.8571428571428572,1.5560666666666672,1.0226000000000002,-0.584857142857143,-0.41729557142857165,-0.9100767047619052,-0.5980749142857145,2,2,IT,Project Manager,12 years,,
