Time,Group,No#2,G1,G2,G3,G4,G5,G6,A1,G7,G8,G9,G10,G11,G12,G13,G14,A2,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,A3,S12,S13,S14,S15,S16_D,S16_T,Ex1,Ex2,Ex3,Ex4,Ex5,Ex6,Ex7,phy1,phy2,phy3,phy4,phy5,phy6,A4,phy7,phy8,phy9,phy10,phy11,phy12,phy13,phy14,phy15,phy16,phy17,phy18,phy19,phy20,phy21,phy22,phy23,A5,phy24,phy25,phy26,N1,N2,N3,N4,N5,N6,R_cl1,R_cl2,R_cl3,R_cl4,R_cl5,R_cl6,R_conf1,R_conf2,R_conf3,R_conf4,R_conf5,A6,R_conf6,R_conf7,R_conf8,W_load1,W_load2,W_load3,W_load4,W_load5,Au1,Au2,Au3,Exh1,Exh2,Exh3,Exh4,Exh5,Exh6,Exh7,Exh8,Exh9,J_sat1,J_sat2,J_sat3,O_sat1,O_sat2,O_sat3,O_sat4,O_sat5,O_sat6,O_sat7,O_sat8,O_sat9,O_sat10,O_sat11,O_sat12,O_sat13,O_sat14,O_sat15,Anx1,Anx2,Anx3,Anx4,Anx5,Anx6,Anx7,Anx8,Anx9,Anx10,Anx11,Anx12,Anx13,Anx14,Anx15,Anx16,Anx17,Anx18,Anx19,Anx20,Anx21,PSI1,PSI2,PSI3,PSI4,PSI5,PSI6,PSI7,PSI8,PSI9,PSI10,PSI11,PSI12,PSI13,PSI14,PSI15,PSI16,PSI17,PSI18,age,sex,workhour,W_S_D,W_T_D,W_T_A,W_T_N,Country_2,Ex1_R,R_am1,R_am2,R_am3,R_am4,R_am5,R_am6,J_sat2_R,O_sat3_R,O_sat7_R,O_sat9_R,O_sat11_R,O_sat12_R,O_sat14_R,D4_R,D8_R,D12_R,D16_R,Phy_exp,filter_$,Sample,GR_expo,GR_bene,GR_cont,SUN_ind,SUN_dir,SUN_bene,SUN_time,EX,NOISE,R_ambi,R_conf,W_load,AUTO,J_sat,O_com,Exh,Dep,Anx,PSI,Time@Country,ZR_ambi,ZR_conf,ZW_load,ROLE_ST_2,ROLE_ST_3,GR_exposure_C,Sun_ind_C,Noise_C,Role_Stress_C,ZGR_exposure_C,ZSun_ind_C,ZNoise_C,ZRole_Stress_C,GR@Role,Sun@Role,Role2,Sun_median19,GR_expo_Median31,GR_Group,GR_group_SD,Sun_group_SD,SUN_total,R_ambi_conf,sun_dir_C,sun_total_c,role_2_c,Sun_ind@Role,Sun_dir@Role,Sun_total@Role,Sun_ind_G,Sun_dir_G,industry,job,w_exp,W_S_A,W_S_N
2,2,37,4,2,4,4,4,2,2,2,4,4,4,4,4,4,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,4,4,4,4,4,4,4,4,4,5,4,3,3,4,5,NA,5,4,1,1,1,1,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,3,4,3,3,3,4,2,2,2,4,3,3,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,3,4,4,4,3,3,3,3,3,2,1,2,1,7,2,7,5,5,2,4,4,4,4,4,4,4,2,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,41,2,7,1,NA,100,NA,1,1,2,2,2,2,2,2,6,4,2,2,4,2,2,4,2,2,2,3.7333333333333334,1,0,3.3333333333333335,NA,4,3.6,3.3333333333333335,4,NA,1.5,3,2,4,4,4,6.666666666666667,3.533333333333333,2.3333333333333335,1.35,1,1.1111111111111112,2,NA,NA,NA,NA,NA,0.10543333333333349,0.11350000000000016,4.4937000000000005,NA,NA,NA,NA,NA,0.07389370476190485,NA,44,1,1,2,NA,NA,3.5,3.142857142857143,0.22273333333333367,0.14760000000000018,0.7008571428571426,0.07954728571428579,0.15610424761904781,0.10344651428571437,2,2,healthcare,dental surgeon,2 years,    2.00,
2,2,36,4,4,4,4,4,4,2,4,4,5,5,5,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,NA,4,4,4,2,3,3,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,3,4,3,2,3,3,2,3,2,2,2,3,3,3,3,5,3,4,2,3,4,4,NA,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,3,4,4,4,5,5,4,4,4,4,6,2,6,4,4,1,4,4,4,4,4,3,4,3,3,4,2,4,4,3,3,3,3,3,4,3,3,2,2,2,2,1,1,2,2,2,2,2,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,41,1,32,NA,5,80,15,1,2,2,2,NA,2,2,2,6,5,2,3,3,3,4,2,2,2,2,4.066666666666666,1,1,4.111111111111111,4.2,3.6666666666666665,4,4,4,NA,3,3.3333333333333335,NA,3.875,3.8,3.6666666666666665,6,3.7333333333333334,4.222222222222222,2.15,2.4761904761904763,2.7777777777777777,2,NA,1.554451474671502,0.5453259467421491,NA,NA,0.8832111111111107,0.5135000000000001,6.4937000000000005,NA,0.8051876584057582,0.5014876192287041,1.668090885509735,NA,NA,NA,NA,2,2,2,NA,NA,4,NA,0.8894000000000002,0.6476000000000002,NA,NA,NA,NA,2,2,education,hr executive,2years,    2.00,
2,2,33,2,1,4,2,1,1,2,1,4,4,2,4,5,5,5,1,4,4,4,5,4,4,5,5,5,5,2,5,5,5,5,4,4,4,4,3,4,2,5,4,3,4,5,4,3,3,5,5,10,5,1,1,1,4,5,4,5,3,5,5,5,5,4,5,3,5,5,4,5,5,2,3,2,2,4,5,5,4,4,4,2,4,2,4,1,3,1,3,2,3,4,5,5,5,5,4,3,3,2,4,2,3,2,2,2,3,3,5,2,3,3,4,1,1,5,4,2,2,2,3,2,2,6,2,6,5,5,1,2,5,5,4,3,1,5,1,1,4,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,3,1,1,1,4,1,1,24,1,50,1,1,0,0,1,1,2,1,1,1,1,2,6,5,2,5,5,5,5,1,1,1,1,4.333333333333333,1,1,2,4.6,4,4.2,3.3333333333333335,3.5,50,2.1666666666666665,2.1666666666666665,1.3333333333333333,2.5,3.2,2.6666666666666665,6,4.133333333333334,2.5555555555555554,1.15,1.3333333333333333,1.4444444444444444,2,-1.186526207479801,-0.3443572388649022,-0.14011039783034035,-1.5308834463447032,-1.6709938441750436,-1.2279,0.7135000000000002,-0.5062999999999995,-1.5043834463447032,-1.088271451768266,0.6931169747100066,-0.13005673700056503,-0.9442911526369074,0.5427318000000002,-5.441354925428793,28,2,1,1,1,NA,3.875,2,0.22273333333333367,0.5226000000000002,-0.44200000000000017,-0.31536700000000023,-0.09844813333333352,-0.23098920000000017,2,2,Business,Software Engineer,5,,
2,2,31,4,5,4,5,5,4,2,4,5,5,5,5,4,4,5,1,4,4,5,5,5,4,4,5,5,5,4,5,5,5,4,4,5,5,4,4,5,4,5,5,5,4,5,4,4,5,5,5,70,4,2,3,1,1,2,5,5,4,5,5,4,5,4,5,4,4,5,4,5,4,4,5,4,4,5,4,5,5,4,4,2,4,4,5,1,2,3,3,2,2,5,4,4,5,5,4,2,4,2,3,2,3,2,2,1,1,3,2,2,2,4,5,1,3,2,2,1,1,1,2,2,1,6,1,6,5,5,1,4,4,5,4,5,2,4,2,1,4,1,5,3,2,2,3,2,2,2,1,1,2,2,1,2,1,1,1,2,2,3,3,2,2,3,3,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,26,1,30,1,90,10,NA,1,2,1,2,2,1,1,2,7,5,2,4,4,5,5,2,3,2,2,4.533333333333333,1,1,4.333333333333333,4.8,4.333333333333333,4.6,4.333333333333333,4.5,350,1.8333333333333333,2.1666666666666665,1.5,2.25,2,3.3333333333333335,6.333333333333333,4.4,1.6666666666666667,1.65,1.9047619047619047,1.7222222222222223,2,-0.8939279647205675,-0.689595186780612,-1.5109830869753191,-1.5835231515011796,-3.094506238476499,1.105433333333333,1.1134999999999997,-0.5062999999999995,-1.5570231515011796,1.0044991436872344,1.0763756856726112,-0.13005673700056503,-0.977332965665211,-0.5675610571428571,-8.745799041982128,27,2,2,2,2,NA,4.5,1.9285714285714286,1.2227333333333332,1.1476000000000002,-0.5134285714285716,-0.5717027142857143,-0.6277862285714287,-0.5892106285714288,2,2,Software Engineering / IT,Web Developer,1 year,    2.00,
2,2,28,4,5,4,4,4,5,2,4,4,5,4,4,4,5,4,1,2,4,3,5,5,4,4,4,4,5,4,4,4,4,5,4,3,4,4,5,4,4,4,4,5,4,5,4,4,4,5,3,30,5,3,2,1,4,1,4,5,4,4,4,5,4,4,5,3,4,4,4,5,4,4,4,3,3,2,2,4,4,2,4,2,1,1,1,1,2,1,2,1,3,4,4,5,4,4,4,4,4,2,4,2,3,2,4,1,4,1,2,NA,2,3,4,4,3,4,2,1,1,1,1,2,2,6,1,6,4,4,5,4,4,5,4,4,3,4,2,2,4,2,4,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,NA,1,2,1,1,1,1,1,1,1,1,32,1,40,1,0.8,0.1,0.1,1,1,2,2,1,2,2,2,7,1,2,3,4,4,4,2,3,2,2,4.2,1,1,4.222222222222222,4.4,3,4,3.6666666666666665,4.5,90,2,1.6666666666666667,1.8333333333333333,2.875,NA,3.6666666666666665,6.333333333333333,3.6666666666666665,1.8888888888888888,1.3,1.1428571428571428,NA,2,-0.3087314792021003,0.17349968300866256,NA,-0.13523179619343775,NA,0.9943222222222223,0.5135000000000001,-3.5062999999999995,-0.10873179619343776,0.9048434010464963,0.5014876192287041,-0.9006914323621221,-0.06824405587105822,-0.013352326984127345,-0.2845511106382267,34,2,2,2,NA,NA,3.875,2.4285714285714284,0.5560666666666667,0.5226000000000002,-0.01342857142857179,-0.0068955714285716145,-0.0074671809523811535,-0.00701777142857162,2,2,Business,Software,5 Years,,
2,2,27,4,3,5,4,4,4,2,4,4,5,5,NA,5,3,4,1,4,4,3,4,4,4,4,3,5,4,4,4,3,3,4,4,4,5,4,4,3,3,4,3,4,3,5,4,3,3,3,2,NA,3,3,5,1,1,1,5,5,4,5,5,5,5,4,5,4,4,4,4,4,5,4,NA,3,3,4,3,3,4,4,4,2,3,3,3,1,1,3,3,3,2,4,4,4,4,4,4,3,4,3,4,3,3,3,4,3,3,3,2,3,3,3,3,3,2,2,2,1,1,1,1,1,1,7,1,7,5,5,2,3,4,5,4,4,2,5,3,3,3,1,3,1,1,1,3,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,2,NA,1,80,30,10,1,3,2,2,2,2,2,2,7,4,2,4,3,3,5,2,1,2,1,NA,1,NA,4.111111111111111,NA,3.6666666666666665,4,3.3333333333333335,3.75,NA,2.3333333333333335,2.1666666666666665,2,3.375,2.8,3,7,3.8666666666666667,1.3333333333333333,1.6,NA,1,2,NA,NA,NA,NA,NA,0.8832111111111107,0.5135000000000001,-0.5062999999999995,NA,NA,NA,NA,NA,0.3035722761904758,NA,39,2,2,2,NA,NA,3.75,2.7857142857142856,0.22273333333333367,0.3976000000000002,0.3437142857142854,0.17649728571428558,0.07655662857142863,0.13666079999999994,2,2,education,teacher,4 years,,
2,2,26,5,5,5,5,5,5,2,5,5,4,4,4,4,4,4,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,1,1,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,1,4,4,4,2,4,4,2,1,2,4,1,3,1,1,1,1,5,5,5,5,5,5,4,2,2,2,2,3,2,4,1,3,3,3,2,3,5,5,1,1,2,1,1,1,1,1,1,1,7,1,7,5,5,5,5,5,5,2,4,2,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,3,3,1,2,2,1,1,1,1,1,1,1,68,1,35,1,75,15,10,1,1,1,1,1,1,1,1,7,1,4,4,5,5,5,1,1,1,1,5,1,1,4.888888888888889,4.5,3.6666666666666665,5,4,5,10,1,1.3333333333333333,1,2.375,2.8,3.6666666666666665,7,4.2,1.1111111111111112,1.15,1.0952380952380953,1.4444444444444444,2,-1.7717226929982681,-0.5169762128227571,-0.5970679608786666,-2.2886989058210254,-2.885766866699692,1.6609888888888893,1.5135,-5.5062999999999995,-2.2621989058210255,1.5027778568909251,1.459634396635216,-1.4144478959364934,-1.419970046497389,-1.0900832793650796,-17.231169065638753,25,2,2,2,2,2,4.625,1.7857142857142858,0.8894000000000002,1.2726000000000002,-0.6562857142857144,-0.9932884285714287,-0.5837005142857145,-0.8351892000000002,2,2,Education,Writer,2 years,,
2,2,24,4,4,4,3,4,4,2,4,4,5,4,4,5,4,4,1,2,4,4,4,4,5,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,60,3,5,5,1,2,3,4,4,4,5,4,5,5,4,5,4,4,4,5,5,5,3,4,4,4,2,4,5,2,2,4,2,4,4,4,1,5,3,2,3,2,4,4,3,4,4,4,3,2,4,4,2,3,1,2,2,3,3,2,4,4,4,4,1,3,4,2,2,3,3,2,1,2,6,2,6,4,4,1,2,4,4,3,4,3,4,2,2,4,2,4,1,2,2,4,2,3,2,2,1,4,1,1,1,1,1,1,2,4,2,1,1,3,4,3,2,1,1,3,2,2,3,1,1,1,1,1,4,3,3,31,1,40,1,100,NA,NA,1,3,2,2,3,2,2,2,6,5,3,3,4,4,4,2,1,1,2,4.4,1,1,4.111111111111111,4.2,3.3333333333333335,4,4,4,180,3.1666666666666665,2.6666666666666665,2.1666666666666665,2.5,3.2,3,6,3.8,2.4444444444444446,1.5,1.8571428571428572,2.1666666666666665,2,0.27646500631636683,-0.3443572388649022,-0.14011039783034035,-0.06789223254853538,-0.20800263037887573,0.8832111111111107,0.5135000000000001,2.4937000000000005,-0.041392232548535385,0.8051876584057582,0.5014876192287041,0.640577958360992,-0.02597517794424746,-0.0749467714285715,-0.10832347257951713,33,2,2,2,NA,NA,4,2.357142857142857,0.8894000000000002,0.6476000000000002,-0.08485714285714296,-0.043574142857142915,-0.07547194285714297,-0.0549534857142858,2,2,Education,Assistant professor,3 years,,
2,2,23,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,1,60,5,1,1,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,1,50,1,70,20,10,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,1,4,4,4,4,4,4,60,1.6666666666666667,2.6666666666666665,2,3.625,4,4,4.666666666666667,3.2,4.888888888888889,2.55,3,3,2,-0.01613323644286673,1.209213526755792,0.7738047282663122,1.1930802903129252,1.9668850185792373,0.7721,0.5135000000000001,2.4937000000000005,1.2195802903129251,0.7055319157650202,0.5014876192287041,0.640577958360992,0.76553416296798,0.37568179999999973,3.191641619748926,41,2,2,2,NA,NA,4,2.9285714285714284,0.8894000000000002,0.6476000000000002,0.4865714285714282,0.24985442857142842,0.4327566285714283,0.315103657142857,2,2,Media,Designer,3 years,,
2,2,21,4,5,4,3,3,4,2,3,4,3,4,5,4,4,3,1,2,3,5,4,4,5,4,4,5,4,3,4,4,3,5,5,2,4,5,4,2,4,3,4,4,3,5,4,4,5,4,5,NA,3,5,5,4,5,3,3,4,3,4,3,4,2,4,5,5,5,4,5,5,5,4,4,5,5,3,3,4,4,3,4,2,4,1,2,3,5,1,3,1,3,4,5,5,4,4,4,5,4,4,5,4,3,3,1,2,5,4,4,3,4,3,2,5,3,7,6,5,2,1,7,2,5,7,2,6,5,4,4,5,4,5,4,4,5,5,2,4,5,3,2,4,4,3,3,3,5,5,3,2,1,2,1,1,1,3,4,2,3,2,3,2,2,1,3,NA,2,1,3,2,4,5,2,2,1,4,3,3,2,2,24,1,48,1,80,10,10,1,3,2,1,1,2,2,2,6,2,2,1,4,2,3,1,4,2,1,4.133333333333334,1,1,3.888888888888889,3.9,3.3333333333333335,3.6,3,4.25,NA,4.166666666666667,2.6666666666666665,1.6666666666666667,3.5,4,3.3333333333333335,6.333333333333333,3.533333333333333,4.222222222222222,NA,2.7142857142857144,NA,2,-0.6013297219613339,1.0365945527979372,0.7738047282663122,0.4352648308366033,1.2090695591029155,0.6609888888888888,0.11350000000000016,2.4937000000000005,0.4617648308366033,0.605876173124282,0.11822890826609922,0.640577958360992,0.2898552691074985,0.1799778317460317,0.2849089006261846,38,1,2,2,NA,NA,3.375,2.7142857142857144,-0.11059999999999981,0.022600000000000176,0.27228571428571424,0.03090442857142861,-0.03011479999999994,0.0061536571428571895,2,1,Bank,Asst Manager,2 year,,
2,3,88,1,1,4,4,1,1,2,1,4,5,2,4,4,4,5,1,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,120,4,2,4,1,4,2,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,3,1,1,2,3,NA,2,1,1,1,1,5,3,4,4,4,4,4,5,5,5,5,4,5,2,1,1,3,4,4,2,5,5,5,5,5,4,2,3,5,6,6,6,6,6,7,6,6,6,3,5,4,4,2,5,3,4,2,3,4,3,2,4,4,1,3,1,1,1,1,3,1,1,1,1,3,1,1,2,1,1,1,3,1,1,1,1,4,3,2,1,1,1,4,1,1,3,1,1,1,1,3,1,1,1,34,1,30,1,NA,NA,NA,1,2,2,2,1,1,1,1,5,4,4,2,4,2,5,1,2,2,2,5,1,1,1.8888888888888888,4.6,2.3333333333333335,4.4,5,5,600,2.5,3.5,1.3333333333333333,2.875,5,3,5.333333333333333,3.6,6,1.35,1.3333333333333333,1.7222222222222223,2,-1.186526207479801,0.17349968300866256,1.916198635887128,-1.0130265244711385,0.9031721114159894,-1.3390111111111112,0.9135000000000004,7.4937000000000005,-0.9865265244711385,-1.1879271944090042,0.8847463301913089,1.9249691172969206,-0.6192336406866542,0.3049119587301588,-4.554792963483248,31,2,1,1,1,NA,4.625,2.2142857142857144,1.8894000000000002,1.2726000000000002,-0.22771428571428576,-0.20801700000000015,-0.43024337142857155,-0.2897892000000001,2,2,Government,Extension Officer,9 years,,
2,3,87,4,3,3,4,4,4,2,4,3,4,NA,3,3,4,4,1,4,4,3,3,3,4,3,4,3,3,3,2,2,2,2,1,1,NA,2,2,4,4,5,2,2,3,5,3,4,3,1,5,60,4,3,1,1,3,3,2,4,3,4,5,5,5,4,4,2,4,4,2,3,3,2,3,4,4,4,4,4,5,4,3,2,3,2,2,1,3,2,5,3,3,4,5,4,5,5,5,4,3,2,4,4,3,3,1,1,5,4,3,3,5,5,5,3,3,4,2,1,1,2,2,1,1,7,2,7,4,3,2,5,4,2,4,5,4,4,3,3,4,1,2,3,4,3,4,2,3,1,1,3,4,1,3,2,3,4,1,2,2,3,1,1,3,3,4,1,1,4,3,3,1,5,1,3,3,1,1,3,3,4,25,1,60,1,NA,NA,NA,1,2,2,1,2,1,1,1,6,4,2,2,3,3,5,1,2,2,2,3.533333333333333,1,1,NA,3.2,3.6666666666666665,NA,2.6666666666666665,2,300,2.1666666666666665,2.8333333333333335,1.3333333333333333,2.75,4,4.333333333333333,6.666666666666667,3.466666666666667,1.8888888888888888,1.8,2.4285714285714284,2.611111111111111,2,-1.186526207479801,8.80709050807635e-4,0.7738047282663122,-1.1856454984289935,-0.4118407701626813,NA,NA,3.4937000000000005,-1.1591454984289935,NA,NA,0.8974561901481777,-0.727586144670072,NA,NA,30,NA,NA,NA,NA,NA,NA,2.142857142857143,-0.4439333333333333,NA,-0.2991428571428574,NA,0.1327994857142858,NA,NA,1,EDUCATION,ENGINEER,5 YEARS,,    3.00
2,3,85,4,4,4,3,4,4,2,4,4,4,3,4,4,4,4,1,2,3,3,3,4,4,3,3,4,4,4,4,5,5,5,4,3,4,4,4,4,3,4,4,3,3,5,4,4,4,3,2,120,2,4,5,2,3,4,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,NA,2,4,4,3,1,4,3,2,1,3,4,4,4,4,4,4,5,5,4,5,4,3,4,4,3,5,5,5,5,4,3,4,4,2,2,3,4,3,4,4,3,3,6,1,7,4,4,2,5,5,NA,4,4,4,4,1,3,4,4,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,25,2,48,1,NA,NA,NA,1,4,2,2,2,2,2,2,7,4,2,2,5,3,2,2,2,2,2,5,1,1,3.888888888888889,4,2.6666666666666665,4,3,3.75,240,3.6666666666666665,2.3333333333333335,2,4.25,4.8,3.6666666666666665,6.666666666666667,NA,3.111111111111111,NA,1.380952380952381,1.5,2,-0.01613323644286673,2.0723083965450666,1.6877198543629648,2.0561751601022,3.743895014465165,0.6609888888888888,0.5135000000000001,0.49370000000000047,2.0826751601022,0.605876173124282,0.5014876192287041,0.12682149478662066,1.307296682885069,0.557685768253968,5.450360893987459,46,2,2,2,NA,NA,3.625,3.2857142857142856,-0.11059999999999981,0.2726000000000002,0.8437142857142854,0.4332472857142856,-0.09331479999999981,0.22999651428571435,2,1,Insurance,Team Manager,3 years,,
2,3,84,1,1,4,2,1,4,2,1,3,3,3,3,3,3,3,1,2,3,4,3,3,2,2,2,4,4,2,4,3,3,3,4,2,4,3,3,2,3,4,3,3,2,5,4,3,3,2,1,30,5,1,2,1,3,1,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,3,3,3,2,2,4,4,2,2,4,2,2,2,4,1,2,2,4,1,3,4,4,4,4,4,4,2,2,2,2,2,3,2,2,1,5,4,4,3,3,2,4,4,1,1,1,1,1,2,5,1,2,6,2,6,3,4,2,2,3,4,4,4,3,4,3,3,2,1,4,1,3,1,2,3,3,4,1,3,3,1,1,1,3,4,1,3,2,3,1,3,2,4,2,4,4,1,3,1,3,4,1,2,1,1,2,2,2,3,34,2,28,1,60,10,30,1,1,2,2,2,2,2,2,6,4,2,3,3,3,5,1,2,1,1,3.6666666666666665,1,1,2.111111111111111,3.1,3,3.6,2.3333333333333335,3,30,1.5,2.1666666666666665,2,1.875,3.8,3.3333333333333335,6,3.3333333333333335,1.6666666666666667,1.2,2.238095238095238,2.3333333333333335,2,-0.01613323644286673,-1.2074521086541767,0.5453259467421491,-1.2235853450970435,-0.6782593983548945,-1.1167888888888888,0.11350000000000016,-0.5062999999999995,-1.1970853450970436,-0.9886157091275278,0.11822890826609922,-0.13005673700056503,-0.7514008927998681,0.573391323809524,-0.738601657924877,27,1,1,1,1,NA,3.125,1.9285714285714286,-0.7772666666666663,-0.22739999999999982,-0.5134285714285716,-0.058274142857142955,0.39907091428571423,0.11675365714285708,2,1,Medical,Transcriptionist,2 years till date,,
2,3,83,3,4,4,3,4,4,2,3,3,5,4,4,4,3,3,1,3,2,3,4,3,5,3,3,4,3,3,4,3,3,4,3,2,4,3,4,3,4,4,3,4,3,5,4,4,3,3,4,NA,5,3,2,1,3,3,4,5,4,5,4,4,4,4,5,3,5,3,3,4,4,3,4,4,3,4,3,2,4,3,3,2,2,3,2,2,4,5,3,3,5,4,4,4,5,3,4,3,4,3,3,4,3,4,4,2,4,3,3,4,4,3,5,3,4,5,4,3,4,3,4,5,5,6,3,6,4,5,3,4,3,5,4,5,2,3,4,3,4,3,4,3,4,3,4,5,3,2,3,3,4,2,3,3,4,2,2,3,3,2,3,4,3,4,2,3,2,3,5,3,2,4,2,2,3,2,4,3,2,5,33,2,NA,1,NA,0,0,1,1,2,2,2,1,3,2,5,3,2,4,2,3,3,2,2,4,4,4,1,NA,3.7777777777777777,3.6,2.6666666666666665,3.6,3,3.5,NA,2.1666666666666665,3.6666666666666665,2,3.375,3.6,3.6666666666666665,5.666666666666667,3.6,4.111111111111111,2.4,3.0952380952380953,3,2,NA,NA,NA,NA,NA,0.5498777777777777,0.11350000000000016,8.4937,NA,NA,NA,NA,NA,0.18900084761904742,NA,39,1,2,2,NA,NA,3.375,2.7857142857142856,-0.11059999999999981,0.022600000000000176,0.3437142857142854,0.03901157142857145,-0.038014799999999904,0.00776794285714291,2,1,Business,Administration Asst.,7 years,,
2,3,80,5,3,4,2,4,4,2,4,5,3,5,4,5,5,5,1,2,5,4,4,4,5,2,1,4,4,5,4,1,3,5,2,2,1,3,2,2,4,5,3,3,1,5,1,4,4,2,1,30,5,4,2,1,2,1,4,5,4,5,2,4,4,4,5,3,5,5,2,5,4,4,4,3,2,1,3,2,1,1,1,2,1,1,2,3,5,4,2,1,2,5,4,4,5,4,4,4,3,1,4,1,3,4,1,1,4,3,2,2,3,4,4,3,2,5,2,3,1,3,2,4,3,7,1,6,4,5,5,4,4,5,4,4,2,4,3,1,4,1,4,1,2,1,3,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,3,3,4,4,1,1,1,3,1,1,3,1,1,2,4,2,1,1,2,32,1,56,1,90,10,0,1,1,1,2,2,1,2,2,7,1,2,4,3,5,5,1,1,1,1,4.066666666666666,1,1,4.333333333333333,4.2,3.6666666666666665,2.2,2.3333333333333335,2.75,30,1.8333333333333333,2.8333333333333335,1.6666666666666667,2.375,2.8,3.6666666666666665,6.666666666666667,3.8666666666666667,2.7777777777777777,1.85,1.380952380952381,2,2,-0.6013297219613339,-0.5169762128227571,-0.5970679608786666,-1.118305934784091,-1.7153738956627576,1.105433333333333,-1.2864999999999998,3.4937000000000005,-1.091805934784091,1.0044991436872344,-1.2231765801030179,0.8974561901481777,-0.6853172667432611,-0.4096420095238094,6.9689972817268515,29,1,2,2,2,1,2.25,2.0714285714285716,-0.7772666666666663,-1.1023999999999998,-0.37057142857142855,0.4767401428571427,0.2880328190476189,0.40851794285714277,1,1,Food Process,Acountant,6 Years,,
